content;tokens;tokens_ready;text;polarity;sentiment
Nanti jg ujung2nya vivo naek, trus pada lari ke pertamina lagi. Bbm kebutuhan wajib, mau gamau suka gasuka ya bakal beli😐 https://t.co/GcKHay2OwV;['ujung', 'nya', 'lari', 'bbm', 'kebutuhan', 'wajib', 'gamau', 'suka', 'gasuka', 'beli'];['ujung', 'nya', 'lari', 'bbm', 'butuh', 'wajib', 'gamau', 'suka', 'gasuka', 'beli'];ujung nya lari bbm butuh wajib gamau suka gasuka beli;-15;0
Alamat Rumah Sakit Pusat Pertamina - Daftar Alamat Terbaru https://t.co/GLYl2niEbd https://t.co/fs5U3X2Clr;['alamat', 'rumah', 'sakit', 'pusat', 'daftar', 'alamat', 'terbaru'];['alamat', 'rumah', 'sakit', 'pusat', 'daftar', 'alamat'];alamat rumah sakit pusat daftar alamat;2;1
@RadioElshinta Ya emng itu tujuan nya..  Lu kira vivo beli bensin ama siapa? Ya pertamina. Maka nya harga di naikin biar  Costumer grosir  macem vivo n shell bisa jualan juga Indah nya @pertamina yg memanfaatkan rakyat sebagai lahan bisnis;['emang', 'tujuan', 'nya', 'beli', 'bensin', 'nya', 'harga', 'biar', 'costumer', 'grosir', 'macem', 'shell', 'jualan', 'indah', 'nya', 'memanfaatkan', 'rakyat', 'lahan', 'bisnis'];['emang', 'tuju', 'nya', 'beli', 'bensin', 'nya', 'harga', 'biar', 'costumer', 'grosir', 'macem', 'shell', 'jual', 'indah', 'nya', 'manfaat', 'rakyat', 'lahan', 'bisnis'];emang tuju nya beli bensin nya harga biar costumer grosir macem shell jual indah nya manfaat rakyat lahan bisnis;19;1
@gusstiadi @detikcom gak akan boleh ama pemerintah harga segitu. pan ada aturannya harga kudu di atas harga pertamina;['pemerintah', 'harga', 'segitu', 'pan', 'aturannya', 'harga', 'harga'];['perintah', 'harga', 'segitu', 'pan', 'atur', 'harga', 'harga'];perintah harga segitu pan atur harga harga;10;1
@AlfianKahar27 @jokowi @pertamina Lebih baik miskin harta,daripada miskin moral seperti kadrun.;['miskin', 'harta', 'miskin', 'moral', 'kadrun'];['miskin', 'harta', 'miskin', 'moral', 'kadrun'];miskin harta miskin moral kadrun;-6;0
@RadioElshinta gua jg td niatnya mau ke vivo ajaa... meski beda serebu doangan jg ttp bye dah pertamina.;['niatnya', 'beda', 'serebu', 'doangan', 'bye'];['niat', 'beda', 'rebu', 'doang', 'bye'];niat beda rebu doang bye;-4;0
@hendriteja Yaa gausah beli pertamina lahh. Beli aja shell ato BP gitu. Ribet amat amat yaa, ud di subsidi malah banyak ngeluh yaampun 🥲;['yaa', 'gausah', 'beli', 'lahh', 'beli', 'shell', 'gitu', 'ribet', 'yaa', 'subsidi', 'ngeluh', 'yaampun'];['yaa', 'gausah', 'beli', 'lahh', 'beli', 'shell', 'gitu', 'ribet', 'yaa', 'subsidi', 'ngeluh', 'yaampun'];yaa gausah beli lahh beli shell gitu ribet yaa subsidi ngeluh yaampun;-8;0
Harga BBM Naik, Pertamina Jamin Stock Dalam Posisi Aman https://t.co/z4zYRkF9nl;['harga', 'bbm', 'jamin', 'stock', 'posisi', 'aman'];['harga', 'bbm', 'jamin', 'stock', 'posisi', 'aman'];harga bbm jamin stock posisi aman;-2;0
@PartaiSocmed Tum gimana tanggapannya soal pertamina yg  ngeles harga mahal krn biaya logistik akibat kebijakan satu harga?;['tum', 'gimana', 'tanggapannya', 'ngeles', 'harga', 'mahal', 'biaya', 'logistik', 'akibat', 'kebijakan', 'harga'];['tum', 'gimana', 'tanggap', 'ngeles', 'harga', 'mahal', 'biaya', 'logistik', 'akibat', 'bijak', 'harga'];tum gimana tanggap ngeles harga mahal biaya logistik akibat bijak harga;11;1
@orounin Ngerasa diprank kaga lu sama Pertamina wkwkwk.;['ngerasa', 'diprank', 'kaga', 'wkwkwk'];['ngerasa', 'diprank', 'kaga', 'wkwkwk'];ngerasa diprank kaga wkwkwk;1;1
Makassar udh mulai rusuh dampak Pemerintah memutuskan BBM Naik BREAKING NEWS Prank Demo Gaji Everton Rp 5.150 Pertamina Mahasiswa Solar Sooyoung Aura Tiffany Taki Di Rumah Nunez Big Mouse Malming Malam Minggu Dirumah Messias Yuri De Bruyne Hakan V IS COMING Origi V2 https://t.co/sUTZ2NAj6J;['makassar', 'rusuh', 'dampak', 'pemerintah', 'memutuskan', 'bbm', 'breaking', 'news', 'prank', 'demo', 'gaji', 'everton', 'mahasiswa', 'solar', 'sooyoung', 'aura', 'tiffany', 'taki', 'rumah', 'nunez', 'big', 'mouse', 'malming', 'malam', 'minggu', 'dirumah', 'messias', 'yuri', 'bruyne', 'hakan', 'coming', 'origi'];['makassar', 'rusuh', 'dampak', 'perintah', 'putus', 'bbm', 'breaking', 'news', 'prank', 'demo', 'gaji', 'everton', 'mahasiswa', 'solar', 'sooyoung', 'aura', 'tiffany', 'taki', 'rumah', 'nunez', 'big', 'mouse', 'malming', 'malam', 'minggu', 'rumah', 'messias', 'yuri', 'bruyne', 'hak', 'coming', 'origi'];makassar rusuh dampak perintah putus bbm breaking news prank demo gaji everton mahasiswa solar sooyoung aura tiffany taki rumah nunez big mouse malming malam minggu rumah messias yuri bruyne hak coming origi;3;1
@6undul0h Kalian ketika beli di pertamini dengan harga pertalite 10.000 yg seharusnya hanya 7000-an tidak protes, tidak demo.. sedangkan ketika harga pertalite di pertamina yg jelas2 untuk kemajuan negara malah kalian protes kalian caci maki. Padahal di luarnegri skrng pun jauh lebih mahal;['beli', 'pertamini', 'harga', 'pertalite', 'protes', 'demo', 'harga', 'pertalite', 'kemajuan', 'negara', 'protes', 'caci', 'memaki', 'luarnegri', 'mahal'];['beli', 'pertamini', 'harga', 'pertalite', 'protes', 'demo', 'harga', 'pertalite', 'maju', 'negara', 'protes', 'caci', 'maki', 'luarnegri', 'mahal'];beli pertamini harga pertalite protes demo harga pertalite maju negara protes caci maki luarnegri mahal;-15;0
Ada tips dari orang SPBU Pertamina. Kalau beli bensin nilai rupiahnya harus ganjil. Contohnya Rp155.500 atau Rp77 ribu. Jangan Rp100 ribu. Settingan SPBU Pertamina itu angka genap.  Katanya, hampir sebagian besar SPBU Pertamina, curang.;['tips', 'orang', 'spbu', 'beli', 'bensin', 'nilai', 'rupiahnya', 'ganjil', 'contohnya', 'ribu', 'ribu', 'settingan', 'spbu', 'angka', 'genap', 'spbu', 'curang'];['tips', 'orang', 'spbu', 'beli', 'bensin', 'nilai', 'rupiah', 'ganjil', 'contoh', 'ribu', 'ribu', 'settingan', 'spbu', 'angka', 'genap', 'spbu', 'curang'];tips orang spbu beli bensin nilai rupiah ganjil contoh ribu ribu settingan spbu angka genap spbu curang;7;1
"Kursi Sofa Klasik Ruang Keluarga Mewah Terbaik https://t.co/kGzqOqbIO5  Tag ; Malam Minggu Dirumah lihat Demo Pertamina #BigMouthEp12 #sofa #kursi #furnituredesign";['kursi', 'sofa', 'klasik', 'ruang', 'keluarga', 'mewah', 'terbaik', 'tag', 'malam', 'minggu', 'dirumah', 'lihat', 'demo', 'bigmouthep', 'sofa', 'kursi', 'furnituredesign'];['kursi', 'sofa', 'klasik', 'ruang', 'keluarga', 'mewah', 'tag', 'malam', 'minggu', 'rumah', 'lihat', 'demo', 'bigmouthep', 'sofa', 'kursi', 'furnituredesign'];kursi sofa klasik ruang keluarga mewah tag malam minggu rumah lihat demo bigmouthep sofa kursi furnituredesign;6;1
@detikcom Saya ikut buruh itu semoga @pertamina tidak menaikan BBM itu @KemenBUMN saya terkena dampak itu. @jokowi PLONGA PLONGO.;['buruh', 'semoga', 'menaikan', 'bbm', 'terkena', 'dampak', 'plonga', 'plongo'];['buruh', 'moga', 'bbm', 'kena', 'dampak', 'plonga', 'plongo'];buruh moga bbm kena dampak plonga plongo;-5;0
@Megatop99 @jokowi @pertamina wkwkwk adu nasib. coba itung2an mobilitas harga pasar bahan pokok di Jabodetabek. naik turunnya jelas parah dan berpengaruh parah. saya gak tau harga pasar di lokasi yg anda maksud gimana. orang2 yg nasibnya bukan memperkaya diri, tapi bertahan hidup di ibu kota kasian bung;['wkwkwk', 'adu', 'nasib', 'coba', 'itung', 'mobilitas', 'harga', 'pasar', 'bahan', 'pokok', 'jabodetabek', 'turunnya', 'parah', 'berpengaruh', 'parah', 'tau', 'harga', 'pasar', 'lokasi', 'maksud', 'gimana', 'orang', 'nasibnya', 'memperkaya', 'bertahan', 'hidup', 'kota', 'kasian'];['wkwkwk', 'adu', 'nasib', 'coba', 'itung', 'mobilitas', 'harga', 'pasar', 'bahan', 'pokok', 'jabodetabek', 'turun', 'parah', 'pengaruh', 'parah', 'tau', 'harga', 'pasar', 'lokasi', 'maksud', 'gimana', 'orang', 'nasib', 'kaya', 'tahan', 'hidup', 'kota', 'kasi'];wkwkwk adu nasib coba itung mobilitas harga pasar bahan pokok jabodetabek turun parah pengaruh parah tau harga pasar lokasi maksud gimana orang nasib kaya tahan hidup kota kasi;2;1
@Berastagi1 @ruhutsitompul Wkwkkw pengikut Ahok yang sakit hati, untung Ahok ga jadi gubernur,da kasi posisi Pertamina aja rugi triluanan,semangat sakit hatinya om panggang .!! https://t.co/86YsDQtUc6;['wkwkkw', 'pengikut', 'ahok', 'sakit', 'hati', 'untung', 'ahok', 'gubernur', 'kasi', 'posisi', 'rugi', 'triluanan', 'semangat', 'sakit', 'hatinya', 'panggang'];['wkwkkw', 'ahok', 'sakit', 'hati', 'untung', 'ahok', 'gubernur', 'kasi', 'posisi', 'rugi', 'triluanan', 'semangat', 'sakit', 'hati', 'panggang'];wkwkkw ahok sakit hati untung ahok gubernur kasi posisi rugi triluanan semangat sakit hati panggang;-13;0
Sweater Joger Anak Dinosaurus MURAH !! Cek: https://t.co/VJ8FAJgpmi #IkatanCintaEp860 #BigMouthEp12 #BandungInLove Malam Minggu #BandungInLove Demo #LittleWomenEp1 Big Mouse Pertamina Malming Tiffany Demo Dirumah #KimGoEun Yola Doha #Trending #FYP #Viral https://t.co/VuFOhQTYas;['sweater', 'joger', 'anak', 'dinosaurus', 'murah', 'cek', 'ikatancintaep', 'bigmouthep', 'bandunginlove', 'malam', 'minggu', 'bandunginlove', 'demo', 'littlewomenep', 'big', 'mouse', 'malming', 'tiffany', 'demo', 'dirumah', 'kimgoeun', 'yola', 'doha', 'trending', 'fyp', 'kenal'];['sweater', 'joger', 'anak', 'dinosaurus', 'murah', 'cek', 'ikatancintaep', 'bigmouthep', 'bandunginlove', 'malam', 'minggu', 'bandunginlove', 'demo', 'littlewomenep', 'big', 'mouse', 'malming', 'tiffany', 'demo', 'rumah', 'kimgoeun', 'yola', 'doha', 'trending', 'fyp', 'kenal'];sweater joger anak dinosaurus murah cek ikatancintaep bigmouthep bandunginlove malam minggu bandunginlove demo littlewomenep big mouse malming tiffany demo rumah kimgoeun yola doha trending fyp kenal;-5;0
@Deahasan99 @jokowi Trus d Indonesia UMR tertinggi d DKI 4,6juta sekarang 1 liter pertalite 10000,Pertamax 14,5ribu,Pertamax turbo n Pertamina dex lebih mahal lagi...d pulau Jawa ada UMR terendah 1,8juta...;['indonesia', 'umr', 'tertinggi', 'dki', 'juta', 'liter', 'pertalite', 'pertamax', 'ribu', 'pertamax', 'turbo', 'dex', 'mahal', 'pulau', 'jawa', 'umr', 'terendah', 'juta'];['indonesia', 'umr', 'dki', 'juta', 'liter', 'pertalite', 'pertamax', 'ribu', 'pertamax', 'turbo', 'dex', 'mahal', 'pulau', 'jawa', 'umr', 'rendah', 'juta'];indonesia umr dki juta liter pertalite pertamax ribu pertamax turbo dex mahal pulau jawa umr rendah juta;0;1
Geuinely thinking it s fucking annoying, naik harga pertalite Pertamina dari 7500 langsung 10k in one second. BBM naik, harga yang lain pasti naik. Starvation party🎉🌟;['geuinely', 'thinking', 'fucking', 'mengganggu', 'harga', 'pertalite', 'langsung', 'second', 'bbm', 'harga', 'starvation', 'party'];['geuinely', 'thinking', 'fucking', 'ganggu', 'harga', 'pertalite', 'langsung', 'second', 'bbm', 'harga', 'starvation', 'party'];geuinely thinking fucking ganggu harga pertalite langsung second bbm harga starvation party;5;1
BBM terlanjur naik apa mau dikata. Tp jika sdh naik dan stok masih langka maka kita satu kata,bubarkan Pertamina.;['bbm', 'terlanjur', 'dikata', 'stok', 'langka', 'bubarkan'];['bbm', 'lanjur', 'stok', 'langka', 'bubar'];bbm lanjur stok langka bubar;-7;0
@msaid_didu Sudah disampaikan bahwa harus tutup hidung karena ada berak pejabat pertamina yang harus ditutupi oleh Rakyat..;['tutup', 'hidung', 'berak', 'pejabat', 'ditutupi', 'rakyat'];['tutup', 'hidung', 'berak', 'jabat', 'tutup', 'rakyat'];tutup hidung berak jabat tutup rakyat;-16;0
COD KEBAYA MODERN ~ KEBAYA GAMIS MODERN ~ KEBAYA KONDANGAN ~ TUNIK KEBAYA CEK: https://t.co/dOADgu8UEY #IkatanCintaEp860 #BigMouthEp12 #BandungInLove Malam Minggu #BandungInLove Demo #LittleWomenEp1 Big Mouse Pertamina Malming Tiffany Demo Dirumah #KimGoEun Yola Doha #Trending https://t.co/TiGrBNQ0oY;['cod', 'kebaya', 'modern', 'kebaya', 'gamis', 'modern', 'kebaya', 'kondangan', 'tunik', 'kebaya', 'cek', 'ikatancintaep', 'bigmouthep', 'bandunginlove', 'malam', 'minggu', 'bandunginlove', 'demo', 'littlewomenep', 'big', 'mouse', 'malming', 'tiffany', 'demo', 'dirumah', 'kimgoeun', 'yola', 'doha', 'trending'];['cod', 'kebaya', 'modern', 'kebaya', 'gamis', 'modern', 'kebaya', 'kondangan', 'tunik', 'kebaya', 'cek', 'ikatancintaep', 'bigmouthep', 'bandunginlove', 'malam', 'minggu', 'bandunginlove', 'demo', 'littlewomenep', 'big', 'mouse', 'malming', 'tiffany', 'demo', 'rumah', 'kimgoeun', 'yola', 'doha', 'trending'];cod kebaya modern kebaya gamis modern kebaya kondangan tunik kebaya cek ikatancintaep bigmouthep bandunginlove malam minggu bandunginlove demo littlewomenep big mouse malming tiffany demo rumah kimgoeun yola doha trending;-2;0
@Megatop99 @jokowi @pertamina Bisa jadi u miskin gara2 selalu beli pertalite harga 10rb;['miskin', 'beli', 'pertalite', 'harga'];['miskin', 'beli', 'pertalite', 'harga'];miskin beli pertalite harga;0;1
@RadioElshinta Ntr triak2 pertamina rugi;['ntr', 'triak', 'rugi'];['ntr', 'triak', 'rugi'];ntr triak rugi;-5;0
BBM naik 20% - 30 % ribuuutt, kakean wong pinteerr, akeh provokatoorr gang sebelah, Cookkk...Kontiill, kontilll, @pertamina teruss, teruuus, Asuu...;['bbm', 'ribuuutt', 'kakean', 'pinteerr', 'provokatoorr', 'gang', 'sebelah', 'cookkk', 'kontiill', 'kontilll', 'teruss', 'teruuus', 'anjing'];['bbm', 'ribuuutt', 'kakean', 'pinteerr', 'provokatoorr', 'gang', 'belah', 'cookkk', 'kontiill', 'kontilll', 'teruss', 'teruuus', 'anjing'];bbm ribuuutt kakean pinteerr provokatoorr gang belah cookkk kontiill kontilll teruss teruuus anjing;-13;0
@CNNIndonesia yakin datanya g akan direkayasa kek kasus di negara konoha??? @DivHumas_Polri @pertamina;['datanya', 'direkayasa', 'negara', 'konoha'];['data', 'rekayasa', 'negara', 'konoha'];data rekayasa negara konoha;-3;0
@HarmaDandy beli sahamnya pertamina😂😂😂;['beli', 'sahamnya'];['beli', 'saham'];beli saham;2;1
@RadioElshinta Yah kebijakan ini yg ditunggu2 spbu asing. Makin gencar mereka buka di indonesia krn harga mrk udah bs bersaing dgn pertamina. Overheadnya makin kecil nantinya. Mantap pak JKW, asing lg yg bakal diuntungkan.;['yah', 'kebijakan', 'ditunggu', 'spbu', 'asing', 'gencar', 'buka', 'indonesia', 'harga', 'mrk', 'bersaing', 'overheadnya', 'mantap', 'jkw', 'asing', 'diuntungkan'];['yah', 'bijak', 'tunggu', 'spbu', 'asing', 'gencar', 'buka', 'indonesia', 'harga', 'mrk', 'saing', 'overheadnya', 'mantap', 'jkw', 'asing', 'untung'];yah bijak tunggu spbu asing gencar buka indonesia harga mrk saing overheadnya mantap jkw asing untung;18;1
@mrcipage @PDI_Perjuangan boikot spbu @pertamina;['boikot', 'spbu'];['boikot', 'spbu'];boikot spbu;0;1
@RadioElshinta Oh iyaaa pelayan pom bensin vivo ramahhh bgt, aslii engga boong. Ketimbang pelayan pertamina yg jutek2 dan judes2, mau cewe atau cowo.;['iyaaa', 'pelayan', 'pom', 'bensin', 'ramahhh', 'banget', 'asli', 'boong', 'ketimbang', 'pelayan', 'jutek', 'judes', 'cewe', 'cowo'];['iyaaa', 'layan', 'pom', 'bensin', 'ramahhh', 'banget', 'asli', 'boong', 'ketimbang', 'layan', 'jutek', 'judes', 'cewe', 'cowo'];iyaaa layan pom bensin ramahhh banget asli boong ketimbang layan jutek judes cewe cowo;-6;0
boikot pom bensin @pertamina https://t.co/sanLqfgogo;['boikot', 'pom', 'bensin'];['boikot', 'pom', 'bensin'];boikot pom bensin;0;1
Rakyat menunggu kejelasan informasi yg benar. Subsidi BBM itu Rp 11 T atau Rp 502 T ..? Pembohong BREAKING NEWS Bensin Pertamina Gerindra Prabowo Subianto #KopiSusi Yenny Wahid Narasi KSPSI BEM SI BEM UI Mahasiswa UGM MPR RI detikNews kumparan tirtoid #JokowiMundurAtauRevolusi https://t.co/3mm93KSXuE;['rakyat', 'menunggu', 'kejelasan', 'informasi', 'subsidi', 'bbm', 'pembohong', 'breaking', 'news', 'bensin', 'gerindra', 'prabowo', 'subianto', 'kopisusi', 'yenny', 'wahid', 'narasi', 'kspsi', 'bem', 'bem', 'mahasiswa', 'ugm', 'mpr', 'detiknews', 'kumparan', 'tirtoid', 'jokowimundurataurevolusi'];['rakyat', 'tunggu', 'informasi', 'subsidi', 'bbm', 'bohong', 'breaking', 'news', 'bensin', 'gerindra', 'prabowo', 'subianto', 'kopisusi', 'yenny', 'wahid', 'narasi', 'kspsi', 'bem', 'bem', 'mahasiswa', 'ugm', 'mpr', 'detiknews', 'kumpar', 'tirtoid', 'jokowimundurataurevolusi'];rakyat tunggu informasi subsidi bbm bohong breaking news bensin gerindra prabowo subianto kopisusi yenny wahid narasi kspsi bem bem mahasiswa ugm mpr detiknews kumpar tirtoid jokowimundurataurevolusi;-6;0
Ke pom bensin ditawarin beli pertalite atau pertamax malah jawab pertamina : );['pom', 'bensin', 'tawar', 'beli', 'pertalite', 'pertamax'];['pom', 'bensin', 'tawar', 'beli', 'pertalite', 'pertamax'];pom bensin tawar beli pertalite pertamax;-2;0
Jadi komisaris si ahok main iya iya aja naikin bbm, rakyat udah melek minyak dunia mulai turun bos, alasan untuk yg sumsidi harus tepat sasaran seharusnya Kmpanyekan para pajero dkk untk tdk capluk pertalite ini malah yg susah suruh ngiktin yg punya #demo  @pertamina @basuki_btp;['komisaris', 'ahok', 'main', 'iya', 'iya', 'bbm', 'rakyat', 'melek', 'minyak', 'dunia', 'turun', 'bos', 'alasan', 'sumsidi', 'sasaran', 'kmpanyekan', 'pajero', 'dkk', 'untk', 'capluk', 'pertalite', 'susah', 'suruh', 'demo'];['komisaris', 'ahok', 'main', 'iya', 'iya', 'bbm', 'rakyat', 'melek', 'minyak', 'dunia', 'turun', 'bos', 'alas', 'sumsidi', 'sasar', 'kmpanyekan', 'pajero', 'dkk', 'untk', 'capluk', 'pertalite', 'susah', 'suruh', 'demo'];komisaris ahok main iya iya bbm rakyat melek minyak dunia turun bos alas sumsidi sasar kmpanyekan pajero dkk untk capluk pertalite susah suruh demo;1;1
Jika harga #BBM #Bensin #Pertamina melebihi harga #Motor bututku, tentunya motorku akan ku kandungin.  Dgn munculnya pandemi #Covid_19 , ekonomi hampir semua negara hancur. Melihat hal itu, setidaknya kita sebagai warga negara #JanganBerpikirpakaidengkul shg byk protes.;['harga', 'bbm', 'bensin', 'melebihi', 'harga', 'motor', 'bututku', 'motorku', 'kandung', 'munculnya', 'pandemi', 'covid_', 'ekonomi', 'negara', 'hancur', 'warga', 'negara', 'janganberpikirpakaidengkul', 'protes'];['harga', 'bbm', 'bensin', 'harga', 'motor', 'butut', 'motor', 'kandung', 'muncul', 'pandemi', 'covid', 'ekonomi', 'negara', 'hancur', 'warga', 'negara', 'janganberpikirpakaidengkul', 'protes'];harga bbm bensin harga motor butut motor kandung muncul pandemi covid ekonomi negara hancur warga negara janganberpikirpakaidengkul protes;-6;0
Bingung mau ngapain pas ngumpul bareng keluarga/temen/pasangan?💥 Coba main ini aja! 📌https://t.co/x0kKHPFZ4g 📌https://t.co/ZPRKwIlbPw 📌https://t.co/wtsRlWnSGX 📌 https://t.co/NIH70B7zr9 . Pembohong Jessica Tiffany dirumah pasangan vmin Pertamina Momo slebew #BandungInLove https://t.co/YePlqloAUu;['bingung', 'pas', 'ngumpul', 'bareng', 'keluarga', 'temen', 'pasangan', 'coba', 'main', 'pembohong', 'jessica', 'tiffany', 'dirumah', 'pasangan', 'vmin', 'momo', 'slebew', 'bandunginlove'];['bingung', 'pas', 'ngumpul', 'bareng', 'keluarga', 'temen', 'pasang', 'coba', 'main', 'bohong', 'jessica', 'tiffany', 'rumah', 'pasang', 'vmin', 'momo', 'slebew', 'bandunginlove'];bingung pas ngumpul bareng keluarga temen pasang coba main bohong jessica tiffany rumah pasang vmin momo slebew bandunginlove;20;1
Kalung Titanium Wanita Anti karat Simple Mewah Elegan Cek: https://t.co/iFwFgNVmPc #IkatanCintaEp860 #BigMouthEp12 Pembohong #BandungInLove Pertamina #LittleWomenEp1 Malming Bensin Tiffany Demo Malam Minggu #KimGoEun #Bible1stFallinginLOVE Yola #FYP #Viral #Trending https://t.co/AAmlDEoVRz;['kalung', 'titanium', 'wanita', 'anti', 'karat', 'simple', 'mewah', 'elegan', 'cek', 'ikatancintaep', 'bigmouthep', 'pembohong', 'bandunginlove', 'littlewomenep', 'malming', 'bensin', 'tiffany', 'demo', 'malam', 'minggu', 'kimgoeun', 'bible', 'stfallinginlove', 'yola', 'fyp', 'kenal', 'trending'];['kalung', 'titanium', 'wanita', 'anti', 'karat', 'simple', 'mewah', 'elegan', 'cek', 'ikatancintaep', 'bigmouthep', 'bohong', 'bandunginlove', 'littlewomenep', 'malming', 'bensin', 'tiffany', 'demo', 'malam', 'minggu', 'kimgoeun', 'bible', 'stfallinginlove', 'yola', 'fyp', 'kenal', 'trending'];kalung titanium wanita anti karat simple mewah elegan cek ikatancintaep bigmouthep bohong bandunginlove littlewomenep malming bensin tiffany demo malam minggu kimgoeun bible stfallinginlove yola fyp kenal trending;-5;0
Yakin Pak @jokowi sudah melakukan audit terhadap harga keekonomian BBM versi Pertamina dan peraturan2nya yg membuat subsidi BBM bocor?  https://t.co/j4fd1V3bHZ;['audit', 'harga', 'keekonomian', 'bbm', 'versi', 'peraturan', 'nya', 'subsidi', 'bbm', 'bocor'];['audit', 'harga', 'ekonomi', 'bbm', 'versi', 'atur', 'nya', 'subsidi', 'bbm', 'bocor'];audit harga ekonomi bbm versi atur nya subsidi bbm bocor;3;1
@HDFriza @TirtoID Sementara rampok pertamina yg membuat peetamina rugi trilyunan adem ayem;['rampok', 'peetamina', 'rugi', 'trilyunan', 'tenang', 'ayem'];['rampok', 'peetamina', 'rugi', 'trilyunan', 'tenang', 'ayem'];rampok peetamina rugi trilyunan tenang ayem;-5;0
